x,y,title,artist,genre
-14.452802,-14.823387,Would That I,Hozier,ambient
-59.6783,5.4058495,lacy,Olivia Rodrigo,ambient
-53.493214,-5.199767,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,ambient
-50.014637,-6.300574,Feels Like,Gracie Abrams,ambient
-58.738987,-9.832937,Black Friday,Tom Odell,ambient
-53.495403,2.686917,Male Fantasy,Billie Eilish,ambient
-63.842205,-1.2876943,Cherry Wine - Live,Hozier,ambient
-63.710224,-2.2537174,We'll Never Have Sex,Leith Ross,ambient
-62.09979,-0.8767877,Margaret (feat. Bleachers),"Lana Del Rey, Bleachers",ambient
-55.304554,2.8230917,Miserable Man,David Kushner,ambient
-65.49836,-2.3516815,Halley's Comet,Billie Eilish,ambient
24.676561,43.48366,All Girls Are The Same,Juice WRLD,hip-hop
28.560324,41.67255,Chill Bae,Lil Uzi Vert,hip-hop
-6.807644,40.014015,Did It Again,Lil Tecca,hip-hop
-7.5367026,-6.753324,Wish (feat. Trippie Redd) - Trippie Mix,"Diplo, Trippie Redd",hip-hop
25.56622,35.527523,Lust,Lil Skies,hip-hop
-20.084385,-29.75435,Goodbyes (feat. Young Thug),"Post Malone, Young Thug",hip-hop
-11.508805,39.451027,Martin & Gina,Polo G,hip-hop
48.00251,16.142155,Drip Too Hard (Lil Baby & Gunna),"Lil Baby, Gunna",hip-hop
-8.370325,42.245655,F.N,Lil Tjay,hip-hop
28.53064,30.652565,Lean Wit Me,Juice WRLD,hip-hop
-19.098545,-18.135891,Conceited,Lil Uzi Vert,hip-hop
28.19677,42.679474,Ransom (with Juice WRLD) - Remix,"Lil Tecca, Juice WRLD",hip-hop
1.1311214,-34.90177,Take What You Want (feat. Ozzy Osbourne & Travis Scott),"Post Malone, Ozzy Osbourne, Travis Scott",hip-hop
48.07947,-22.799324,witchblades,"Lil Peep, Lil Tracy",hip-hop
-31.791319,11.064498,Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",hip-hop
-44.10312,3.8072808,Suicidal,YNW Melly,hip-hop
-1.71708,-9.682813,Flaws And Sins,Juice WRLD,hip-hop
25.765354,37.84525,XO Tour Llif3,Lil Uzi Vert,hip-hop
-13.442764,2.7291238,Down With Me,Lil Tecca,hip-hop
-6.7486787,33.981243,Wow.,Post Malone,hip-hop
-21.553343,9.742133,HIM ALL ALONG,Gunna,hip-hop
-22.345068,-10.453578,Maria I'm Drunk (feat. Justin Bieber & Young Thug),"Travis Scott, Justin Bieber, Young Thug",hip-hop
15.738037,30.757217,Still Think About You,A Boogie Wit da Hoodie,hip-hop
19.11441,-29.269321,Come & Go (with Marshmello),"Juice WRLD, Marshmello",hip-hop
3.313283,-6.877744,500lbs,Lil Tecca,hip-hop
4.758498,-10.438337,Circles,Post Malone,hip-hop
4.986993,25.074234,16,Baby Keem,hip-hop
14.254834,-39.587944,Chemical,Post Malone,hip-hop
-26.80391,13.498134,I Just Called To Say I Love You,Stevie Wonder,korean
-43.872803,-3.9643085,Stay With Me,"CHANYEOL, Punch",korean
-47.02058,-3.1564627,Nothing's Gonna Change My Love for You,George Benson,korean
-48.39939,-4.673712,Sudden Shower,ECLIPSE,korean
-52.49586,-5.1758785,Christmas Tree,V,korean
-20.18409,8.264904,Boyfriend,YEONJUN,korean
-53.101776,-4.3292794,Love You With All My Heart,Crush,korean
-8.259744,-10.349277,Stay Alive (Prod. SUGA of BTS),Jung Kook,korean
-8.09962,7.0562744,Me Fui de Vacaciones,Bad Bunny,world
-53.388996,3.6238725,Chachachá,Jósean Log,world
-25.239664,20.006514,Nunca Es Suficiente,"Los Ángeles Azules, Natalia Lafourcade",world
56.13031,-3.1875575,Muerte En Hawaii,Calle 13,world
-48.67445,3.4406462,Harpy Hare,Yaelokre,folk
4.6644235,39.208717,Russian Bandana,Dhanda Nyoliwala,hip-hop
-0.18893592,45.684055,Sifar Safar,Karan Aujla,hip-hop
28.641636,46.281567,Knife Brows,Dhanda Nyoliwala,hip-hop
30.482872,43.23172,Baller,"Shubh, Ikky",hip-hop
34.31697,41.10054,Winning Speech,"Karan Aujla, Mxrci",hip-hop
-25.294832,2.1350932,Still Rollin,Shubh,hip-hop
-40.017796,16.529322,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",hip-hop
-31.28113,22.350523,Dior,Shubh,hip-hop
-14.180752,7.9203978,Cheques,Shubh,hip-hop
-15.100998,16.582823,MVP,Shubh,hip-hop
4.648333,28.21125,8 ASLE,"Sukha, Chani Nattan, Prodgk, Gurlez Akhtar",hip-hop
-24.81491,17.758339,King Shit,Shubh,hip-hop
-22.529352,25.548225,One Love,Shubh,hip-hop
21.608232,34.015747,On Top,Karan Aujla,hip-hop
-18.659784,-8.31728,Old Money,AP Dhillon,hip-hop
-44.797447,11.425764,Tu hai kahan,AUR,hip-hop
-0.0008601493,28.083735,Bandana,Shubh,hip-hop
45.586483,-33.95864,Big Dawgs,"Hanumankind, Kalmi",hip-hop
45.373756,17.277296,Welcome To Jamrock,Damian Marley,reggae
-34.17117,-39.239174,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",electronic
-4.4400063,-16.745054,I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",electronic
-23.170097,0.3987061,Yamore,"MoBlack, Salif Keita, Benja (NL), Franc Fala, Cesária Evora",electronic
-43.480316,-38.111862,My Love (2024),"Alex Wann, Route 94, Jess Glynne",electronic
-41.15182,-38.057686,Forever (feat. Malou & Yuna),"HUGEL, Diplo, Malou, Yuna",electronic
-42.622303,-34.413563,You & Me - Rivo Remix,"Disclosure, Eliza Doolittle, Rivo",electronic
10.8231325,29.6916,Beso (Fruta Fresca),"Wakyin, Carlos Vives",electronic
-2.6620908,-17.105057,The Boy Is Mine,"James Mac, Vall, Rosalie",electronic
-42.01408,-30.87488,Sideways,"Gordo, Drake",electronic
-22.965952,-1.0751016,Mwaki,"Zerb, Sofiya Nzau",electronic
-41.828495,-44.485558,Famax - Edit,RAFFA GUIDO,electronic
-55.305027,-30.237288,Waltz,Fabrizio Paterlini,classical
-54.587784,-29.307468,Nuvole Bianche,Ludovico Einaudi,classical
-54.247677,-28.080826,Idea 1,Gibran Alcocer,classical
-53.22283,-29.87362,Oceans Apart,Ben Crosland,classical
-53.950897,-29.032494,Idea 9,Gibran Alcocer,classical
-51.28031,-31.029427,Time,Hans Zimmer,classical
42.509796,-19.17045,Nightcall,Kavinsky,electronic
-52.558807,-30.200317,stellar,".diedlonely, énouement",electronic
-54.260593,-30.599274,memories,leadwave,electronic
-41.028572,-41.092945,Iris,Pastel Ghost,electronic
-42.936646,-38.71822,I'm God,"Clams Casino, Imogen Heap",electronic
-43.66405,-40.477085,Resonance,Home,electronic
-39.131573,-41.317875,A Bird's Last Look,Macabre Plaza,electronic
-47.16443,-36.880775,Veridis Quo,Daft Punk,electronic
-42.88337,-37.30762,Dark Beach,Pastel Ghost,electronic
44.81568,37.183453,Doja,Central Cee,hip-hop
23.207064,51.971203,LET GO,Central Cee,hip-hop
15.814214,51.48873,2MS,Nemzzz,hip-hop
16.759438,37.63839,UK Rap,"Dave, Central Cee",hip-hop
20.863419,-28.537323,Eres,Café Tacvba,rock
14.3546505,8.752366,La Camisa Negra,Juanes,rock
18.323187,6.9755974,A Dios Le Pido,Juanes,rock
28.670784,-1.3927937,Es Por Ti,Juanes,rock
-47.421543,7.4939084,Luz De Dia,Los Enanitos Verdes,rock
10.860474,-8.214111,Inolvidable,Reik,rock
11.502675,-45.95454,Mientes,Camila,rock
-50.609177,-12.681107,Todo Cambió,Camila,rock
-8.786994,11.198733,Fotografía,"Juanes, Nelly Furtado",rock
-11.90734,2.9559681,Te Lo Pido por Favor,Jaguares,rock
4.1929874,-36.679142,Maldito duende,Heroes Del Silencio,rock
34.25675,-17.915485,Nada Valgo Sin Tu Amor,Juanes,rock
-42.022205,-11.120883,La Célula Que Explota,Caifanes,rock
-15.155499,-4.154073,Afuera,Caifanes,rock
-50.52023,8.895669,Agua,Jarabe De Palo,rock
12.503132,5.361788,Como te extraño mi amor,Café Tacvba,rock
13.785649,-36.516075,Devuélveme a mi chica,Hombres G,rock
6.0751176,-1.1323798,Lamento Boliviano,Los Enanitos Verdes,rock
7.741789,6.2738767,Te quiero,Hombres G,rock
5.8571925,-21.187597,Clavado en Un Bar,Maná,rock
18.158398,1.6601582,Chammak Challo,"Akon, Hamsika Iyer",indian
31.715036,10.309605,Proper Patola,"Badshah, Diljit Dosanjh, Aastha Gill",indian
-3.6673844,-15.056878,Papaoutai,Stromae,electronic
5.309014,26.41066,Djadja,Aya Nakamura,electronic
18.042673,-22.407604,Je veux,Zaz,electronic
-18.821756,13.330453,Alors on danse - Radio Edit,Stromae,electronic
-23.720602,35.5388,Casanova,"Soolking, Gazo",electronic
40.0823,-3.9736364,Voyage voyage,Desireless,electronic
-18.674889,-16.707441,Dernière danse,Indila,electronic
-61.69605,0.9218671,Love Story,Indila,electronic
-3.041794,47.46056,Formidable,Stromae,electronic
14.693109,27.408726,Petit génie,"Jungeli, Imen Es, Alonzo, Abou Debeing, Lossa",electronic
0.76588374,18.688213,Seya,"SativaMusic, Morad, GIMS",electronic
38.17452,16.361889,Tous les mêmes,Stromae,electronic
25.630386,-1.1249177,Est-ce que tu m'aimes ? - Pilule bleue,GIMS,electronic
5.5375843,-1.4544595,Solitaire,Werenoi,electronic
-36.09303,29.773449,Imagine,Carbonne,electronic
-14.220591,35.35331,MANON B,"Tiakola, Ryflo, Oskoow",electronic
-24.152264,12.097541,PONA NINI,"Tiakola, Genezio, Prototype",electronic
-14.221754,35.349354,MANON B,"Tiakola, Ryflo, Oskoow",electronic
-26.689707,20.543335,Tieduprightnow,Parcels,indie
18.783852,6.36135,Borderline,Tame Impala,indie
-43.245296,-41.51384,Oysters In My Pocket,Royel Otis,indie
-32.353302,-39.955685,Is It True,Tame Impala,indie
-8.665907,15.288601,KU LO SA - A COLORS SHOW,Oxlade,latin
11.359939,10.345596,Calm Down,Rema,latin
-23.096045,3.6520753,Rush,Ayra Starr,latin
-4.741858,36.83414,In My Bed,"Rotimi, Wale",latin
-7.052638,30.295547,Fountains (with Tems),"Drake, Tems",latin
9.279695,33.16129,Replay,Tems,latin
-28.989193,3.6429327,UNAVAILABLE (feat. Musa Keys),"Davido, Musa Keys",latin
-39.267902,23.728426,People,Libianca,latin
-33.195335,15.750359,soso,Omah Lay,latin
-0.5866968,13.528112,KANTE (feat. Fave),"Davido, FAVE",latin
2.2006814,48.582302,WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",latin
45.46991,-16.00251,Barcelona,"Alan Walker, Ina Wroldsen",pop
